Item_Name,class,Brand,Weight,Number of units,Size of units,Price,T.Price,Pack,Unit
عدس اصفر باب الشام,"Rice, Pasta & Pulses",باب الشام,,1,,,,كيس,
حلو الشام ام على علب مكسرات,Sugar & Home Baking,حلو الشام,,1,,,,علب,
Coffee with Creamer - 12 Sticks,"Tea, Coffee & Hot Drinks",,,12,,,,عبوة,
Star Small Rings Pasta - 400 grams,"Rice, Pasta & Pulses",Star,400 grams,1,,,,كيس,grams
جلاكسى شيكولاته ميلك 36جم,"Chocolates, Sweets & Desserts",جلاكسى,36جم,1,,,,عبوة,جم
بريل بريميوم باندل 600جم 1+1,Cleaning Supplies,بريل,600جم,2,,,,عبوة,جم
امتنان شاى اخضر جان بودر 100 جم,"Tea, Coffee & Hot Drinks",امتنان,100جم,1,,,,علبة,جم
Hot Chocolate - 250 Gm,"Chocolates, Sweets & Desserts",,250gm,1,,,,عبوة,gm
Pieces 6 - ml 350 - Drink Soft Pepsi,Soft Drinks & Juices,Pepsi,350ml,6,,,,عبوة,ml
Kinder Bueno White 39g,"Chocolates, Sweets & Desserts",Kinder,39g,1,,,,عبوة,g
حلوى جيلي بالفواكه - 250 جم,"Chocolates, Sweets & Desserts",,250جم,1,,,,عبوة,جم
زي جو شيبس بالجبنة 55-65 جم,Chips & Crackers,زي جو,55-65جم,1,,,,كيس,جم
قاروره مياه .9 لتر مملوءه ,Water,,9لتر,1,,,,زجاجة,لتر
Elano Natural Drinking Water 20 x 600ml,Water,Elano,600ml,20,,,,كرتونة,ml
Lemon Substitute - 250 ML.,Cooking Ingredients,,250ml,1,,,,عبوة,ml
فرازه دبوس 900 جم 57.00 1 57.00,Poultry,فرازه,900جم,1,,,,عبوة,جم
كوكس ملح طعام 200جم,Cooking Ingredients,كوكس,200جم,1,,,,عبوة,جم
دومتي عصير كوكتيل 235مل,Soft Drinks & Juices,دومتي,235مل,1,,,,عبوة,مل
AMR خوخ نصفي في شراب خفيف 850 جم,"Tins, Jars & Packets",AMR ,850جم,1,,,,علبة,جم
Water,Water,,,1,,,,زجاجة,
قطع توست محمصة دياتوستا، بالطماطم - 75 جم,Bakery,دياتوستا,75جم,1,,,,كيس,جم
بانيه فراخ,Poultry,,,1,,,,عبوة,
هابنز كاتشب حار 300 جم,"Sauces, Dressings & Condiments",هاينز,300جم,1,,,,,جم
خضار,Vegetables & Fruits,,,1,,,,عبوة,
علبه توب,"Rice, Pasta & Pulses",,,1,,,,علبه,توب
اكوافينا مياه 600 م,Water,اكوافينا,600م,1,,,,زجاجة,م
فارم فريتس بطاطس بوم فريت 1 كجم,Vegetables & Fruits,فارم فريتس,1كجم,1,,,,عبوة,كجم
Pasta Rice - 400g,"Rice, Pasta & Pulses",,400g,1,,,,كيس,g
Domty pattypan plain Bread 6 pieces  ,Bakery,Domty,,6,,,,باكو,
أحمد تي شاي أخضر - 100 جم,"Tea, Coffee & Hot Drinks",احمد تي,جم100,1,,,,,جم
ريجينا مكرونه متفرغه 400 جم,"Rice, Pasta & Pulses",ريجينا,400جم,1,,,,كيس,جم
Rehana Lupin 500g,"Rice, Pasta & Pulses",Rehana,500g,1,,,,كيس,g
دجاج كامل روستو مطهى,Poultry,روستو,,1,,,,عبوة,
جهينة زبادي طبيعي لايت 105جم 9+3 مجانا ,Dairy & Eggs,جهينة,105gm,12,,,,عبوة,gm
فلفل اسود حصى الخطيب بالوزن,Cooking Ingredients,الخطيب,,1,,,,عبوة,
نسكافيه 3*1 فانيليا 18جم,"Tea, Coffee & Hot Drinks",نسكافيه,18ج,1,,,,علبة,ج
Nestlé Pure Life Water 6L ,Water,Nestlé,6L,1,,,,زجاجة,L
ميلكاشيكولاته اوريو 100جم,Biscuits & Cakes,ميلكاشيكولاته,100جم,1,,,,عبوة,جم
كاتشب من ماك، 285 جرام,"Sauces, Dressings & Condiments",ماك,285جرام,1,,,,عبوة,جرام
ASTONISH GERM CLEAR DISINFECTANT 1L,Cleaning Supplies,ASTONISH,1L,1,,,,عبوة,L
Three Chefs Chicken Strips Hot 800 gm,Poultry,Three Chefs,800gm,1,,,,عبوة,gm
El Maleka Pasta Elbow 1kg,"Rice, Pasta & Pulses",El Maleka,1kg,1,,,,كيس,kg
Sun top 1 liter (pineapple-orange-mixed berries),Soft Drinks & Juices,Sun top,1Liter,1,,,,عبوة,Liter
مياه فوارة نستله بيور فيز بالتوت - 0.36 لتر - عبوة من 12,Water,نستله,0.36لتر,12,,,,عبوة,لتر
مكرونة خواتم كبيرة ستار ,"Rice, Pasta & Pulses",ستار,,1,,,,كيس,
النجمة خل شفاف مل 900,"Sauces, Dressings & Condiments",النجمة,900جم,1,,,,عبوة,جم
ستار مكرونه ,"Rice, Pasta & Pulses",ستار,,1,,,,كيس,
مياه دساني صغير,Water,دساني,,1,,,,زجاجة,
NESTLE PLAIN YOG 110 GM*5+1 FREE,Dairy & Eggs,NESTLE,110ml,6,,,,عبوة,ml
المراعى زبادى فاكهه علبه,Dairy & Eggs,المراعي,,1,,,,علبه,
اللحيمي لانشون رومي بالجبنة الشيدر، بالوزن,Beef & Processed Meat,اللحيمي,,1,,,,عبوة,
Knozz Burger Mix 30 gm 10 % Off,Cooking Ingredients,Knozz,30مل,1,,,,عبوة,مل
برجر بقري المراعي - 1 كجم,Beef & Processed Meat,المراعي,1كجم,1,,,,عبوة,كجم
جبتة قتيلو كريمي 250جم,Dairy & Eggs,قتيلو,250جم,1,,,,عبوة,جم
مشروب فراولة فروتس - 700مل,Soft Drinks & Juices,فروتس,700مل,1,,,,عبوة,مل
زجاج امامى,Furniture,,,1,,,,زجاج,
Tiffany Delight Chocochip Cook ,Biscuits & Cakes,Tiffany,,1,,,,باكو,
قهوة اسبريسو كريما - 200 جم,"Tea, Coffee & Hot Drinks",,200جم,1,,,,عبوة,جم
فصوص رومي ريتش ,Poultry,ريتش,,1,,,,عبوة,
جبن قريش بلدى وزن,Dairy & Eggs,,,1,,,,عبوة,
حليب المراعى محلى موز 200م جديد,Dairy & Eggs,المراعى,200مل,1,,,,عبوة,مل
صلصه فلفل تاباسكو2 اوقيه,"Tins, Jars & Packets",تاباسكو,,1,,,,علبة,
فريسكا حلاوه بالشيكولاته علبه ,Biscuits & Cakes,فريسكا,,1,,,,علبه,
ريد بل 250 مل*24 علبه خالي من السكر,Soft Drinks & Juices,ريد بول,250مل,24,,,,علبه,مل
كيندر ديليس كيك بالفانيليا,Biscuits & Cakes,كيندر,,1,,,,باكو,
دوبيلا مكورنة شوفان اسباجيتي لايت 400 جم,"Rice, Pasta & Pulses",دوبيلا,400جم,1,,,,كيس,جم
EMIRATES POFAKI SNACKS CHEEZ 80G,Chips & Crackers,EMIRATES POFAKI,80G,1,,,,كيس,G
ميكسى مقرمشات عائلي بطعم الكاتشب 200 جم,Chips & Crackers,ميكسى,200جم,1,,,,أكياس,جم
McVitie's Biscuit Duo Biscream 1 BC ,Biscuits & Cakes,McVities,,1,,,,,BC
GOOD FRANCE ILOU HOT KETCHUP 500 gm ,"Sauces, Dressings & Condiments",GOOD FRANCE,500g,1,,,,عبوة,g
شاى اعشاب قرفه وزنجبيل,"Tea, Coffee & Hot Drinks",,,1,,,,كيس,
طبق بلاستيك كبير 24 *12,Furniture,,,24,كبير,,,بلاستيك,كبير
جياردينو مايونيز 280 جم,"Sauces, Dressings & Condiments",جياردينو,280جرام,1,,,,عبوة,جرام
"Suntop Drink Berry Mix 250 ml X 18 - Pack of 1, 213103",Soft Drinks & Juices,Suntop,250مل,18,,,,زجاجة,مل
كانز,Soft Drinks & Juices,,,1,,,,كانز,
دومتى عصير خوخ 235مل ,Soft Drinks & Juices,دومتى,235مل,1,,,,عبوة,مل
الادهم عدس اصفر 500 جم,"Rice, Pasta & Pulses",الادهم,500جم,1,,,,كيس,جم
ايطالايانو مكرونه صدفه,"Rice, Pasta & Pulses",ايطالايانو,,1,,,,كيس,
ريجينا مكرونة اسباجتى 1.6 مم 1 12.25,"Rice, Pasta & Pulses",ريجينا,1.6مم,1,,12.25,12.25,كيس,مم
بريزيدون جبن كوبيات لايت 240جم,Dairy & Eggs,بريزيدون,240جم,1,,,,عبوة,جم
كلوركس الوان عادي 950 مل ,Cleaning Supplies,كلوركس,95مل,1,,,,عبوة,مل
شيخون بصل 1ك,"Tins, Jars & Packets",شيخون ,1ك,1,,,,علبة,ك
المراعى زبادى فاكهه 110جم انواع,Dairy & Eggs,المراعى,110جم,1,,,,عبوة,جم
بيور عصير برتقال وجزر,Soft Drinks & Juices,بيور,,1,,,,زجاجة,
هوهوز حجم اكبر 2 ج علبه,Biscuits & Cakes,هوهوز,2جم,1,,,,علبه,جم
SUNBITES CRACKERS 110GRAM,Chips & Crackers,SUNBITES,110GRM,1,,,,كيس,GRM
Taj Mahal Saffron 0.25g,Cooking Ingredients,Taj Mahal,25g,1,,,,عبوة,g
بسكويت ساده فينجر,Biscuits & Cakes,,,1,,,,باكو,
مياه طبيعيه بيوفانا - 18.9 لتر,Water,بيوفانا,18.9لتر,1,,,,زجاجة,لتر
مياه صافي0.660,Water,صافي0.660,0.66,1,,,,زجاجة,
كينج ام خبز نوتيلا ,Bakery,كينج ام,,1,,,,كيس,
نسكافيه 3 *1 علبه عرض مج,Tea and Coffee,نسكافيه,,1,,,,علبه,
نسلهخ كرتونه مياه 600ملى,Water,نسلهخ,600مل,1,,,,زجاجة,مل
ببيتو حلوي ,"Chocolates, Sweets & Desserts",ببيتو,,1,,,,عبوة,
كادبورى شيكولاته بالبندق كبيره ,"Chocolates, Sweets & Desserts",كادبورى,,1,,,,عبوة,
هالى مكرونه فرن 350جم,"Rice, Pasta & Pulses",هالى,350جم,1,,,,كيس,جم
شويبس اناناس كانز 300 مللى,Soft Drinks & Juices,شويبس,300مللى,1,,,,كانز,مللى
بيبسي استار كانز 3,Soft Drinks & Juices,بيبسي,,3,,,,كانز,
PRINGLES MEDIUM HOT SOURCREAM 160G,Chips & Crackers,PRINGLES,160G,1,,,,كيس,G
فن داي بسكويت بالملح 40 جم,Biscuits & Cakes,فن داي,40جم,1,,,,باكو,جم
Pepper Sauce - 150ml,"Sauces, Dressings & Condiments",,150ml,1,,,,عبوة,ml
Dili Natural Guava Juice - 1L,Soft Drinks & Juices,Dili,1L,1,,,,عبوة,L
تفاح اصفر 0.790 30 23.70,Vegetables & Fruits,,0.79,1,,23.7,30,عبوة,
NAN 3 400 GM,"Tins, Jars & Packets",,400GM,1,,,,علبة,GM
اورجينال ملبس 50جم,Biscuits & Cakes,,,1,,,,باكو,
Rich Bake burger 240g ,Bakery,Rich Bake,240g,1,,,,كيس,g
ميرندا برتقال هضبه 350,Soft Drinks & Juices,ميرندا,350مل,1,,,,زجاجة,مل
HELAL DUST BIN 60 LTR DOKDOK,Cleaning Supplies,HELAL,,1,,,,عبوة,
بسمة سبانخ 400 جم 10.95 1 10.95,Vegetables & Fruits,بسمة,400جم,1,,10.95,10.95,كيس,جم
water big,Water,,,1,,,,زجاجة,
شويبس جولد اناناس 300مل,Soft Drinks & Juices,شويبس,300مل,1,,,,زجاجة,مل
نستله فيز مياه فوارة بطعم التوت 360 ملل,Water,نستله,360ملل,1,,,,زجاجة,ملل
كير دجاج 1100-1200ج,Poultry,كير,1100-1200جم,1,,,,عبوة,جم
جبنه تشيزا فلفل كيلو,Dairy & Eggs,تشيزا,,1,,,,عبوة,
FARAGELLO CHICKEN PANE 1K,Poultry,FARAGELLO,1K,1,,,,عبوة,K
"Aqua Delta Natural Water, 600 ml - Set of 12",Water,Aqua Delta,600ml,12,,,,زجاجة,ml
Wadi Food Natural White Vinegar 1Litre,"Sauces, Dressings & Condiments",Wadi Food,1Liter,1,,,,عبوة,Liter
Chicken shawerma ,Poultry,,,1,,,,عبوة,
حدائق كاليفورنيا فاصوليا حمراء داكنة 400 جرام‎,"Tins, Jars & Packets",حدائق كاليفورنيا,400جم,1,,,,عبوة,جم
Alfa corn oil plus 1.6l,Cooking Ingredients,Alfa,,1,,,,عبوة,
كوكاكولا اوريجينال كانز 330ملل,Soft Drinks & Juices,كوكاكولا,330مل,1,,,,زجاجة,مل
فريك/ك,"Rice, Pasta & Pulses",,,1,,,,كيس,
طحينة من الرشيدي الميزان - 270جم,"Sauces, Dressings & Condiments",الرشيدي الميزان,270جم,1,,,,عبوة,جم
ماجى خلطه شاورما الدجاج ,Cooking Ingredients,ماجى,,1,,,,عبوة,
سبينيس مشروم شرائح,"Tins, Jars & Packets",سبينيس,,1,,,,علبة,
اجا عصير جوافه 250 مل تتراباك,Soft Drinks & Juices,اجا,250مل,1,,,,زجاجة,مل
بيريل كانز 330 مل,Soft Drinks & Juices,بيريل,330مل,1,,,,كانز,مل
ARIX SOFTY CELL.SPONGE CLOTH 1PC,Cleaning Supplies,ARIX,,1,,,,عبوة,
El Shamadan Katakito Extra with Hazelnut Cream - 40 gram,Biscuits & Cakes,El Shamadan Katakito Extra,40g,1,,,,باكو,g
Kalfany Cola Candy - 150gm,"Chocolates, Sweets & Desserts",Kalfany,150gm,1,,,,عبوة,gm
توست رده بريد واى 500جرام,Bakery,بريد واى,500جم,1,,,,كيس,جم
تورابيكا قهوة سبرسو ميكاتو سريعة التحضير,"Tea, Coffee & Hot Drinks",تورابيكا,,1,,,,علبة,
كوكاكولا  بلاستيك 300 مل ,Soft Drinks & Juices,كوكاكولا,300مل,1,,,,بلاستيك,مل
منين بالعجوه وزن,Bakery,,,1,,,,كيس,
بيور لايف مياه طبيعيه 5=600مل كرتونه 20,Water,بيور لايف,600مل,20,,,,زجاجة,مل
علب ثلاجه 3 قطع بلاستك شفاف مستطيل,Disposables & Napkins,,,3,,,,علب,مستطيل
تيستى بيور تريبنكو مدخن,Beef & Processed Meat,تيستى بيور,,1,,,,عبوة,
بسمه بسله ساده400جم,Vegetables & Fruits,بسمه,400جم,1,,,,كيس,جم
المطبخ مكرونه اسباجيتى 1ك,"Rice, Pasta & Pulses",المطبخ,1ك,1,,,,كيس,ك
صوص تارتار,"Sauces, Dressings & Condiments",,,1,,,,عبوة,
7.70 مياه معدنية صغيرة 7.70 X 1,Water,,,1,,7.7,7.7,زجاجة,
Halwani Beef Burger 1 Kg ,Beef & Processed Meat,Halwani,1kg,1,,,,عبوة,kg
سائل غسيل الأطباق من فريدا 2.2 كيلو - ليمون,Cleaning Supplies,فريدا,2.2كيلو,1,,,,عبوة,كيلو
22.80 11.40 2 بيبسي,Soft Drinks & Juices,بيبسي,,2,,11.4,22.8,زجاجة,
بسكو مصر ويفر بكريمة الفانيليا 7 قطع,Biscuits & Cakes,بسكو مصر,,7,,,,باكو,
بسكويت دايجستيف قمح طبيعى ,Biscuits & Cakes,دايجستيف,,1,,,,باكو,
هي شون يوان خل أبيض 500 مل,"Sauces, Dressings & Condiments",هي شون يوان,500مل,1,,,,عبوة,مل
باندا برطمان جبنة شيدر 140 جم,Dairy & Eggs,باندا,140جم,1,,,,عبوة,جم
شويبس جولد اناناس 250م,Soft Drinks & Juices,شويبس,250مل,1,,,,زجاجة,مل
بيريل شراب شعير كانز 330مل,Soft Drinks & Juices,بيريل,330مل,1,,,,زجاجة,مل
ريتش لانشون بقرى وزن,Beef & Processed Meat,ريتش,,1,,,,عبوة,
سبايسي ملح 130 ج,Cooking Ingredients,سبايسي,130جم,1,,,,عبوة,جم
مسحوق عصير برتقال من لينا، 650 جرام,Soft Drinks & Juices,لينا,650جم,1,,,,عبوة,جم
Baraka Pure Water 1.5Litre,Water,Baraka,1.5Litre,1,,,,زجاجة,Litre
Katilo Romy Cheese kg,Dairy & Eggs,Katilo,kg,1,,,,عبوة,kg
الملكه مكرونه خواتم 400جم,"Rice, Pasta & Pulses",الملكه,400جم,1,,,,كيس,جم
Bonjorno Cafe 2-In-1 Khamsena Coffee Mix - 6 grams - 12 Sachets,"Tea, Coffee & Hot Drinks",Bonjorno,6grams,12,,,,علبة,grams
ايجي سويس رومي مدخن 300 جم,Poultry,ايجي سويس,300جم,1,,,,عبوة,جم
بينوس علبه حلوى 27 ق,Sweets & Desserts,بينوس,,27,,,,علبه,ق
Bebeto Watermelon Jelly - 35gm,"Chocolates, Sweets & Desserts",Bebeto,35g,1,,,,عبوة,g
مكرونة فرن,"Rice, Pasta & Pulses",,,1,,,,كيس,
ش جبن ناتشو تايجر ,Chips & Crackers,تايجر,,1,,,,كيس,
SAFI WATER 330M,Water,SAFI,330M,1,,,,زجاجة,M
حلواني هوت دوج 500 جم,Beef & Processed Meat,حلواني,500جم,1,,,,عبوة,جم
شيبسى جبنة متبلة86-96جم,Chips & Crackers,شيبسى,86-96جم,1,,,,أكياس,جم
دوبيلا مكرونه 400ج,"Rice, Pasta & Pulses",دوبيلا,400ج,1,,,,كيس,ج
Happy Cola Original Gummy Candy - 80g,"Chocolates, Sweets & Desserts",Happy,80g,1,,,,كيس,g
بيبسي زجاجه تربو2,Soft Drinks & Juices,بيبسي,,1,,,,زجاجة,
علبه فول محوج مطحون وسط,Tea and Coffee,,,1,وسط,,,علبه,وسط
cocacola coffee chocolate 70 gm,"Tea, Coffee & Hot Drinks",coca cola,70 gm,1,,,,,gm
بيبسي الهضبه التوب350مل,Soft Drinks & Juices,بيبسي,350مل,1,,,,زجاجة,مل
كبده كندوز,Beef & Processed Meat,,,1,,,,عبوة,
صدور تركي مدخن من فريش فارم,Poultry,فريش فارم,,1,,,,عبوة,
كولا تيرن وزجاج اسود,"Personal care, skin & body care",كولا,,1,,,,زجاج,
رويال مكرونه 1ك,"Rice, Pasta & Pulses",رويال,1ك,1,,,,كيس,ك
بسكويت اريو ,Biscuits & Cakes,اريو,,1,,,,باكو,
امريكان جاردن صويا صوص 295مل,"Sauces, Dressings & Condiments",امريكان جاردن,295مل,1,,,,عبوة,مل
لبنيتا جبنه مثلثات 24 ق,Dairy & Eggs,لبنيتا,,24,,,,عبوة,
42.00 42.0 انجلش كيك 1.000,Biscuits & Cakes,,,1,,42,42,باكو,
المراعى تريتس زبادى خوخ 100جم,Dairy & Eggs,المراعى,100جم,1,,,,عبوة,جم
زيتون اخضر محشى 710 جم من تشكيلة,"Tins, Jars & Packets",تشكيلة,710جم,1,,,,عبوة,جم
Fisherman Tuna Salad Mayonnaise 230g,"Tins, Jars & Packets",Fisherman ,230Gram,1,,,,عبوة,Gram
كانز 330 مل انواع,Soft Drinks & Juices,,330مل,1,,,,كانز,مل
مياه فوارة نستله بيور فيز بالتفاح - 360مل,Water,نستله,360مل,1,,,,زجاجة,مل
Juhayna classic juice 235 ml,Soft Drinks & Juices,Juhayna,235مل,1,,,,عبوة,مل
"Meatland Hot Dog Beef, 25 Pieces * 1 Kg.",Beef & Processed Meat,Meatland,1Kg,1,,,,عبوة,Kg
تورتة فراولة,"Chocolates, Sweets & Desserts",,,1,,,,عبوة,
Bake Rolz salt ,Chips & Crackers,Bake Rolz,,1,,,,كيس,
بيبسى كانز,Soft Drinks & Juices,بيبسي,,1,,,,كانز,
بربيكان شراب شعير بالرمان، 250 مللى ,Soft Drinks & Juices,بربيكان,250مل,1,,,,زجاجة,مل
Lamar Half Cream Milk - 1 Liter,Dairy & Eggs,Lamar,1L,1,,,,عبوة,L
كوكي كرانشي ناجتس دجاج 20 قطعة,Poultry,كوكي,,20,,,,عبوة,
18.90 14% 600مياه مل لتر حياه,Water,حياه,600مل,1,,18.9,18.9,زجاجة,مل
رويال قرفة بالزنجبيل 20 فلتر,"Tea, Coffee & Hot Drinks",رويال,,20,,,,عبوة,
شهد فيليه دجاج 1,Poultry,شهد,,1,,,,عبوة,
بسكويت نشادر,Bakery,,,1,,,,كيس,
Alkaramah Sambosah Dough - 485 Gram,Bakery,Alkarama,485 Gram,1,,,,عبوة,Gram
المطبخ مكرونة فرن 400 جرام 7.95 2 13,"Rice, Pasta & Pulses",المطبخ,400جرام,2,,7.95,13,كيس,جرام
هالى بسكويت مارشملو فراوله مغطى بالشيكولاته,Biscuits & Cakes,هالى,,1,,,,باكو,
ايزيس قهوه خضراء 20 فلتر,"Tea, Coffee & Hot Drinks",ايزيس,,20,,,,,فلتر
م شعير 250م باربيكان,Soft Drinks & Juices,باربيكان,250مل,1,,,,زجاجة,مل
كاليفورنيا فول مقشور خلطة م 400,"Tins, Jars & Packets",كاليفورنيا,400جم,1,,,,علبة,جم
ملح بحر خشن المعالج باليود من لا بالين،1كجم,Cooking Ingredients,لا بالين,1كجم,1,,,,عبوة,كجم
كانز 3555 مللي بيبسي ,Soft Drinks & Juices,بيبسي,355مللي ,1,,,,كانز,مللي 
قهوة برازيليه سادة وسط 200 جم,"Tea, Coffee & Hot Drinks",,200جم,1,,,,عبوة,جم
علبه كنافه سيجار 400 جرام,Biscuits & Cakes,,400جرام,1,,,,علبه,جرام
جلاكسى كوكى كراميل جرام,"Chocolates, Sweets & Desserts",جلاكسى,,1,,,,عبوة,
تويكس ويفر توين 50جم,Biscuits & Cakes,تويكس,50جم,1,,,,عبوة,جم
خيار بلدى 0.662 10.00 6.62,Vegetables & Fruits,,0.662جم,1,,6.62,6.62,عبوة,جم
علبه ملمع رصاص,Cleaning Supplies,,,1,,,,علبه,
علبه كيك بوبس,Biscuits & Cakes,,,1,,,,علبه,
Atyab Orintal Sausages 900Gm ,Beef & Processed Meat,Atyab,900Gm,1,,,,عبوة,Gm
ريتش سلامى وزن,Beef & Processed Meat,ريتش,,1,,,,عبوة,
مياة طبيعية دساني - 600مل - عبوة من 20,Water,دساني,600مل,20,,,,عبوة,مل
كيندر وابى ويبو,"Chocolates, Sweets & Desserts",كيندر,,1,,,,عبوة,
METCO oriental sausage 900 g ,Beef & Processed Meat,METCO,900g,1,,,,عبوة,g
توت ازرق مستورد 125 جم 109.95 1 109.95,Vegetables & Fruits,,125جم,1,,109.95,109.95,عبوة,جم
KALBAZ PUFFS SPICY CHEESE 90G,Chips & Crackers,KALBAZ,90G,1,,,,كيس,G
HELAL SOFT BROOM WITH METAL HANDLE,Cleaning Supplies,HELAL,,1,,,,عبوة,
Hyperone Petit Pain Bread - 5 pieces,Bakery,Hyperone,,5,,,,باكو,
تودو كيك البراونيز *6 Todo Brenies Cake *6,Biscuits & Cakes,تودو,,6,,,,باكو,
Small mineral water,Water,,,1,,,,زجاجة,
منعم الأقمشة نسيم الوادي - 3 لتر,Cleaning Supplies,,3لتر,1,,,,زجاجة,لتر
مياة طبيعية للشرب من مايا، 600 مل,Water,مايا،,600مل,1,,,,زجاجة,مل
ميمكس بونبون بالزبدة، 36 جم - 12 عبوة,"Chocolates, Sweets & Desserts",ميمكس,36جم,12,,,,عبوة,جم
HARIBO BERRIES 80GM,"Chocolates, Sweets & Desserts",HARIBO,80جم,1,,,,كيس,جم
مشروب غازى بيبسى 970مل+250مل,Soft Drinks & Juices,بيبسى,970مل+250مل,2,,,,زجاجة,ململ
ثوم مهروس من فارم فريش - 200 جم,Vegetables & Fruits,فارم فريش,200جم,1,,,,عبوة,جم
El Sahaba Rusk - 500gm,Bakery,El Sahaba,500gm,1,,,,باكو,gm
ويفر شوكولاتة نستله كيت كات بحبات التوت، 19.5 جم - 5+1 عبوة,"Chocolates, Sweets & Desserts",نستله كيت كات,19.5جم,6,,,,عبوة,جم
Safcol Sardines In Sunflower Oil 120g,"Tins, Jars & Packets",Safcol ,120Gram,1,,,,عبوة,Gram
شيش دجاج الوطنية - 1ك,Poultry,الوطنية,1ك,1,,,,عبوة,ك
Koki Hot Chicken Pane - 1Kg,Poultry,Koki,1Kg,1,,,,عبوة,Kg
Kiri Triangle Cheese - 8 Pieces,Dairy & Eggs,Kiri,,8,,,,علبة,
الضحي برغل ناعم 500جم,"Rice, Pasta & Pulses",الضحي,500جم,1,,,,كيس,جم
لمار عصير طبيعي 200 مل ,Soft Drinks & Juices,لمار,200مل,1,,,,عبوة,مل
Whole Thyme – 65g,Cooking Ingredients,,65جم,1,,,,عبوة,جم
Boom Boom Energy Drink 250 ml,Soft Drinks & Juices,Boom Boom,250مل,1,,,,زجاجة,مل
يوسفى موركيت,Vegetables & Fruits,,,1,,,,كيس,
63.75 برسيل جل ٢.٦٥ل+خصم,Cleaning Supplies,برسيل,2.65ل,1,,63.75,63.75,عبوة,ل
Elledi Roll Break Wafer Strawberry 80g,Biscuits & Cakes,Elledi Roll Break,80g,1,,,,باكو,g
كلوركس الوان ٩٥٠ مل + مبيض ١لتر + متعدد ١,Cleaning Supplies,كلوركس,950مل+1لنر+1لتر,1,,,,عبوة,مللنرلتر
كيك كراميل صغير - حبة واحدة,Biscuits & Cakes,,,1,,,,باكو,
علبة جبنة طماطم صغير,Dairy & Eggs,,,1,صغير,,,علبة,صغير
الطحان تمر فاخر علبه 1 كجم,"Nuts, Dates & Dried Fruits",الطحان,1كجم,1,,,,علبه,كجم
COFFEE FRENCH HAZELUNT -2HG(FF),"Tea, Coffee & Hot Drinks",,,1,,,,علبة,
مياه طبيعية بركة - 600مل - عبوة من 20,Water,بركة,600مل,20,,,,عبوة,مل
بريتزل بطعم الباربكيو35/40جم,Chips & Crackers,,35/40جم,1,,,,كيس,جم
لينا حلقات شوفان حلو 60,Chips & Crackers,لينا,60ج,1,,,,كيس,ج
CONO SNACKS W PIZZA 80G,Chips & Crackers,CONO,80G,1,,,,كيس,G
فن داي مافين كيك بالفانيليا ,Biscuits & Cakes,فن داي,,1,,,,باكو,
صن شاين تونه قطعدايت185جم,"Tins, Jars & Packets",صن شاين,185جم,1,,,,علبة,جم
جاالون مياه,Water,,,1,,,,زجاجة,
دجاج  مكسيكان,Poultry,,,1,,,,عبوة,
بيتي فور,Bakery,,,1,,,,كيس,
درة معجون طماطم برطمان 650جم,"Tins, Jars & Packets",درة,650جم,1,,,,عبوة,جم
B tasty sauce,"Sauces, Dressings & Condiments",B tasty,,1,,,,عبوة,
وورم حلوى جيلي - 90 جم,"Chocolates, Sweets & Desserts",,90gm,1,,,,عبوة,gm
Water S,Water,,,1,,,,زجاجة,
شرائح فطر معلب ,"Tins, Jars & Packets",,,1,,,,علب,
كيندر حلوى جووى بنت,"Chocolates, Sweets & Desserts",كيندر,,1,,,,عبوة,
منين ساده 1 ك 44.95 0.316 14.2,Bakery,,0.316,1,,14.2,44.95,كيس,
ليون رقائق بالكاتشب 74-84 جم,Chips & Crackers,ليون,74-84جم,1,,,,أكياس,جم
ديتول ١x٤ ٢٠٠ مل ماك ظر 9.00 1 9.00,Cleaning Supplies,ديتول,200مل,1,,9,9,عبوة,مل
تي سي بوي تونه قطعة واحدة 200 جم ,"Tins, Jars & Packets",تي سي بوي,200جم,1,,,,علبة,جم
مزيل بقع باودر كلوركس ابيض 1ل,Cleaning Supplies,كلوركس,1ل,1,,,,عبوة,ل
علبه دومتي 500 مج بسطرمه,Beef & Lamb Meat,دومتي,500مج,1,,,,علبه,مج
زبده اوكرتانى ك,Cooking Ingredients,,ك,1,,,,عبوة,ك
California Garden Tuna With Chili Sunflower Oil 120g,"Tins, Jars & Packets",California Garden,120Gram,1,,,,عبوة,Gram
انتركوت بقرى مصرى,Beef & Processed Meat,,,1,,,,عبوة,
Star Pasta Lahloba 1kg,"Rice, Pasta & Pulses",Star,1kg,1,,,,كيس,kg
تايجر شيبس بيج شطه وليمون 160,Chips & Crackers,تايجر,160ج,1,,,,كيس,ج
600ML WATER AQUAFINA,Water,AQUAFINA,600ml,1,,,,زجاجة,ml
شيبسى تايجر ب5جنيه+كونو,Chips & Crackers,شيبسى,,2,,5,5,كيس,
نستلة فتنس توستز شوفان بالليمون والكمون 36 جم,Chips & Crackers,نستلة فتنس,36جم,1,,,,أكياس,جم
حياه مياه 600 م,Water,حياه,600م,1,,,,زجاجة,م
Lactel Professional High Fat Milk 1Litre,Dairy & Eggs,Lactel,1L,1,,,,علبة,L
نسكافية جولد ظرف3*1 Quantity,"Tea, Coffee & Hot Drinks",نسكافية,,1,,,,علبة,
